"obs","Edible/Poisonous","Cap-Shape","Cap-Surface","Cap-Color","Odor"
"1894","Edible","Convex","Fibrous","Brown","None"
"1895","Edible","Convex","Smooth","Gray","None"
"1896","Edible","Convex","Scaly","Brown","None"
"1897","Edible","Convex","Fibrous","Brown","None"
"1898","Edible","Flat","Smooth","Gray","None"
"1899","Edible","Flat","Smooth","Brown","None"
"1900","Edible","Convex","Smooth","Gray","None"
"1901","Edible","Flat","Fibrous","Gray","None"
"1902","Edible","Convex","Smooth","White","None"
"1903","Edible","Flat","Fibrous","Brown","None"
"1904","Edible","Flat","Smooth","White","None"
"1905","Edible","Convex","Fibrous","Gray","None"
"1906","Edible","Flat","Fibrous","Brown","None"
"1907","Edible","Flat","Fibrous","Brown","None"
"1908","Edible","Convex","Fibrous","Brown","None"
"1909","Edible","Flat","Smooth","Gray","None"
"1910","Edible","Flat","Smooth","White","None"
"1911","Edible","Convex","Scaly","Red","None"
"1912","Edible","Convex","Scaly","Gray","None"
"1913","Edible","Convex","Scaly","Red","None"
"1914","Edible","Convex","Fibrous","Gray","None"
"1915","Edible","Flat","Fibrous","Gray","None"
"1916","Edible","Flat","Scaly","Yellow","Anise"
"1917","Poisonous","Flat","Scaly","White","Pungent"
"1918","Edible","Flat","Smooth","Brown","None"
"1919","Edible","Flat","Fibrous","Brown","None"
"1920","Edible","Flat","Fibrous","Brown","None"
"1921","Edible","Convex","Fibrous","Red","None"
"1922","Edible","Flat","Fibrous","Gray","None"
"1923","Edible","Convex","Fibrous","Brown","None"
"1924","Edible","Convex","Fibrous","Gray","None"
"1925","Edible","Convex","Scaly","Red","None"
"1926","Edible","Flat","Fibrous","Brown","None"
"1927","Edible","Convex","Fibrous","Brown","None"
"1928","Edible","Convex","Fibrous","Brown","None"
"1929","Edible","Flat","Smooth","White","None"
"1930","Edible","Flat","Smooth","Gray","None"
"1931","Poisonous","Flat","Scaly","White","Pungent"
"1932","Edible","Bell","Smooth","White","Almond"
"1933","Edible","Convex","Fibrous","Brown","None"
"1934","Edible","Flat","Fibrous","Gray","None"
"1935","Edible","Convex","Fibrous","Brown","None"
"1936","Edible","Convex","Smooth","Brown","None"
"1937","Edible","Flat","Smooth","White","Anise"
"1938","Edible","Convex","Fibrous","White","None"
"1939","Edible","Convex","Smooth","White","None"
"1940","Edible","Convex","Smooth","Gray","None"
"1941","Edible","Convex","Scaly","Red","None"
"1942","Edible","Flat","Fibrous","Brown","None"
"1943","Edible","Convex","Fibrous","Brown","None"
"1944","Edible","Flat","Fibrous","White","None"
"1945","Edible","Flat","Smooth","Brown","None"
"1946","Poisonous","Flat","Smooth","White","Pungent"
"1947","Edible","Flat","Fibrous","Brown","None"
"1948","Edible","Convex","Scaly","Gray","None"
"1949","Edible","Convex","Scaly","Gray","None"
"1950","Edible","Convex","Fibrous","Gray","None"
"1951","Edible","Convex","Fibrous","Gray","None"
"1952","Edible","Convex","Scaly","Red","None"
"1953","Edible","Convex","Fibrous","Gray","None"
"1954","Edible","Convex","Fibrous","Gray","None"
"1955","Edible","Convex","Fibrous","Brown","None"
"1956","Poisonous","Convex","Smooth","White","Pungent"
"1957","Edible","Convex","Fibrous","Brown","None"
"1958","Edible","Convex","Scaly","Brown","None"
"1959","Edible","Convex","Fibrous","Gray","None"
"1960","Poisonous","Flat","Scaly","Brown","Pungent"
"1961","Edible","Convex","Fibrous","Gray","None"
"1962","Edible","Convex","Fibrous","Gray","None"
"1963","Edible","Convex","Fibrous","Red","None"
"1964","Edible","Flat","Fibrous","Brown","None"
"1965","Edible","Flat","Smooth","White","None"
"1966","Edible","Flat","Smooth","Brown","None"
"1967","Edible","Convex","Scaly","Red","None"
"1968","Edible","Flat","Smooth","Brown","None"
"1969","Edible","Flat","Fibrous","Brown","None"
"1970","Edible","Flat","Smooth","White","None"
"1971","Edible","Convex","Fibrous","Brown","None"
"1972","Edible","Flat","Fibrous","Brown","None"
"1973","Poisonous","Convex","Smooth","Brown","Pungent"
"1974","Edible","Convex","Fibrous","Brown","None"
"1975","Edible","Flat","Smooth","Brown","None"
"1976","Poisonous","Flat","Scaly","White","Pungent"
"1977","Edible","Convex","Fibrous","Brown","None"
"1978","Edible","Convex","Fibrous","Gray","None"
"1979","Edible","Flat","Fibrous","Brown","None"
"1980","Edible","Convex","Fibrous","Red","None"
"1981","Edible","Flat","Fibrous","White","None"
"1982","Edible","Convex","Fibrous","White","None"
"1983","Edible","Convex","Scaly","White","Anise"
"1984","Edible","Convex","Smooth","White","None"
"1985","Edible","Convex","Scaly","Gray","None"
"1986","Edible","Convex","Fibrous","Gray","None"
"1987","Edible","Convex","Smooth","Gray","None"
"1988","Poisonous","Flat","Scaly","White","Pungent"
"1989","Edible","Convex","Fibrous","Red","None"
"1990","Poisonous","Flat","Smooth","Brown","Pungent"
"1991","Poisonous","Flat","Scaly","Brown","Pungent"
"1992","Edible","Convex","Fibrous","Gray","None"
"1993","Edible","Flat","Smooth","Brown","None"
"1994","Edible","Convex","Fibrous","Gray","None"
"1995","Edible","Convex","Fibrous","Brown","None"
"1996","Edible","Convex","Fibrous","Brown","None"
"1997","Edible","Flat","Smooth","Brown","None"
"1998","Edible","Flat","Fibrous","Brown","None"
"1999","Edible","Convex","Smooth","Brown","None"
"2000","Edible","Convex","Smooth","Brown","None"
"2001","Edible","Convex","Fibrous","Brown","None"
"2002","Edible","Convex","Scaly","Red","None"
"2003","Edible","Flat","Smooth","Brown","None"
"2004","Edible","Convex","Fibrous","Brown","None"
"2005","Poisonous","Flat","Scaly","White","Pungent"
"2006","Edible","Convex","Scaly","Yellow","Anise"
"2007","Poisonous","Flat","Smooth","Brown","Pungent"
"2008","Edible","Flat","Fibrous","White","None"
"2009","Edible","Flat","Fibrous","Brown","None"
"2010","Poisonous","Flat","Smooth","Brown","Pungent"
"2011","Edible","Convex","Smooth","Brown","None"
"2012","Edible","Convex","Fibrous","Brown","None"
"2013","Edible","Convex","Fibrous","Red","None"
"2014","Edible","Flat","Fibrous","Brown","None"
"2015","Edible","Convex","Fibrous","White","None"
"2016","Edible","Flat","Smooth","Gray","None"
"2017","Edible","Flat","Fibrous","White","None"
"2018","Edible","Flat","Smooth","Yellow","Almond"
"2019","Edible","Flat","Fibrous","White","Almond"
"2020","Edible","Flat","Fibrous","Brown","None"
"2021","Edible","Convex","Fibrous","Brown","None"
"2022","Edible","Convex","Scaly","Gray","None"
"2023","Edible","Convex","Fibrous","Brown","None"
"2024","Edible","Convex","Fibrous","Brown","None"
"2025","Edible","Convex","Fibrous","Gray","None"
"2026","Edible","Convex","Fibrous","Brown","None"
"2027","Edible","Convex","Fibrous","Gray","None"
"2028","Edible","Convex","Fibrous","Brown","None"
"2029","Edible","Convex","Smooth","Brown","None"
"2030","Edible","Bell","Scaly","White","Anise"
"2031","Edible","Convex","Scaly","Red","None"
"2032","Edible","Flat","Smooth","Brown","None"
"2033","Edible","Convex","Fibrous","Red","None"
"2034","Edible","Flat","Scaly","Brown","None"
"2035","Edible","Convex","Scaly","Gray","None"
"2036","Edible","Convex","Smooth","Gray","None"
"2037","Edible","Convex","Smooth","Brown","None"
"2038","Edible","Convex","Fibrous","Gray","None"
"2039","Edible","Convex","Smooth","Gray","None"
"2040","Edible","Convex","Scaly","Red","None"
"2041","Edible","Flat","Fibrous","Gray","None"
"2042","Edible","Flat","Fibrous","Brown","None"
"2043","Edible","Convex","Fibrous","Brown","None"
"2044","Edible","Flat","Smooth","Brown","None"
"2045","Edible","Convex","Fibrous","White","None"
"2046","Edible","Convex","Scaly","Yellow","Almond"
"2047","Edible","Convex","Fibrous","Red","None"
"2048","Edible","Convex","Fibrous","Brown","None"
"2049","Edible","Convex","Scaly","Brown","None"
"2050","Edible","Flat","Fibrous","Gray","None"
"2051","Edible","Convex","Fibrous","White","None"
"2052","Edible","Convex","Scaly","White","Almond"
"2053","Edible","Convex","Smooth","Brown","None"
"2054","Edible","Flat","Smooth","White","None"
"2055","Edible","Flat","Fibrous","Brown","None"
"2056","Edible","Flat","Fibrous","White","None"
"2057","Edible","Convex","Fibrous","Gray","None"
"2058","Edible","Convex","Fibrous","Brown","None"
"2059","Edible","Convex","Fibrous","White","None"
"2060","Edible","Convex","Smooth","White","Almond"
"2061","Edible","Flat","Smooth","Gray","None"
"2062","Poisonous","Flat","Scaly","Brown","Pungent"
"2063","Edible","Flat","Fibrous","Gray","None"
"2064","Edible","Convex","Fibrous","Brown","None"
"2065","Edible","Convex","Fibrous","White","None"
"2066","Edible","Convex","Scaly","Brown","None"
"2067","Edible","Convex","Scaly","Red","None"
"2068","Poisonous","Flat","Smooth","Brown","Pungent"
"2069","Edible","Flat","Smooth","Gray","None"
"2070","Edible","Convex","Fibrous","Gray","None"
"2071","Edible","Flat","Fibrous","Gray","None"
"2072","Edible","Convex","Fibrous","Gray","None"
"2073","Edible","Convex","Fibrous","Gray","None"
"2074","Edible","Convex","Fibrous","Brown","None"
"2075","Poisonous","Convex","Smooth","White","Pungent"
"2076","Edible","Convex","Smooth","Yellow","Anise"
"2077","Edible","Convex","Fibrous","Brown","None"
"2078","Edible","Flat","Scaly","Brown","None"
"2079","Edible","Convex","Smooth","Gray","None"
"2080","Edible","Convex","Scaly","Red","None"
"2081","Edible","Convex","Fibrous","Gray","None"
"2082","Edible","Flat","Smooth","White","None"
"2083","Edible","Convex","Fibrous","Brown","None"
"2084","Edible","Flat","Fibrous","Brown","None"
"2085","Edible","Flat","Fibrous","Gray","None"
"2086","Edible","Flat","Fibrous","Gray","None"
"2087","Edible","Flat","Fibrous","Brown","None"
"2088","Edible","Convex","Fibrous","Gray","None"
"2089","Edible","Convex","Fibrous","Red","None"
"2090","Poisonous","Flat","Scaly","Brown","Pungent"
"2091","Edible","Convex","Scaly","Gray","None"
"2092","Edible","Convex","Smooth","White","None"
"2093","Edible","Bell","Smooth","White","Almond"
"2094","Edible","Convex","Smooth","White","None"
"2095","Edible","Flat","Fibrous","Brown","None"
"2096","Edible","Convex","Scaly","Gray","None"
"2097","Edible","Flat","Fibrous","Gray","None"
"2098","Edible","Convex","Fibrous","Gray","None"
"2099","Poisonous","Convex","Smooth","White","Pungent"
"2100","Edible","Convex","Smooth","Brown","None"
"2101","Edible","Convex","Scaly","Gray","None"
"2102","Edible","Flat","Fibrous","Gray","None"
"2103","Edible","Convex","Scaly","Brown","None"
"2104","Edible","Convex","Fibrous","Red","None"
"2105","Edible","Flat","Fibrous","Brown","None"
"2106","Edible","Convex","Fibrous","Red","None"
"2107","Edible","Flat","Fibrous","Brown","None"
"2108","Edible","Convex","Scaly","Red","None"
"2109","Edible","Convex","Fibrous","Gray","None"
"2110","Edible","Flat","Fibrous","Gray","None"
"2111","Edible","Convex","Fibrous","Red","None"
"2112","Edible","Convex","Scaly","Red","None"
"2113","Poisonous","Convex","Smooth","White","Pungent"
"2114","Edible","Convex","Fibrous","Red","None"
"2115","Edible","Convex","Scaly","Gray","None"
"2116","Edible","Convex","Fibrous","Brown","None"
"2117","Edible","Convex","Scaly","Red","None"
"2118","Edible","Convex","Scaly","Gray","None"
"2119","Edible","Convex","Fibrous","Gray","None"
"2120","Edible","Convex","Scaly","Gray","None"
"2121","Edible","Convex","Fibrous","Red","None"
"2122","Edible","Flat","Scaly","Red","None"
"2123","Edible","Flat","Fibrous","Brown","None"
"2124","Edible","Convex","Fibrous","Brown","None"
"2125","Edible","Flat","Scaly","Gray","None"
"2126","Edible","Convex","Scaly","Red","None"
"2127","Edible","Convex","Fibrous","Gray","None"
"2128","Edible","Convex","Scaly","Gray","None"
"2129","Poisonous","Convex","Fibrous","Gray","Foul"
"2130","Poisonous","Flat","Smooth","White","Pungent"
"2131","Edible","Convex","Fibrous","Red","None"
"2132","Edible","Convex","Fibrous","White","None"
"2133","Edible","Convex","Scaly","Brown","None"
"2134","Edible","Flat","Fibrous","Brown","None"
"2135","Edible","Convex","Fibrous","Brown","None"
"2136","Edible","Convex","Scaly","Gray","None"
"2137","Edible","Convex","Scaly","Gray","None"
"2138","Edible","Convex","Fibrous","Red","None"
"2139","Edible","Convex","Scaly","Brown","None"
"2140","Edible","Convex","Fibrous","Gray","None"
"2141","Edible","Convex","Fibrous","Red","None"
"2142","Edible","Convex","Scaly","Red","None"
"2143","Edible","Convex","Scaly","Brown","None"
"2144","Edible","Convex","Scaly","Red","None"
"2145","Edible","Flat","Scaly","Brown","None"
"2146","Edible","Flat","Scaly","Brown","None"
"2147","Edible","Convex","Scaly","Brown","None"
"2148","Poisonous","Flat","Smooth","Brown","Pungent"
"2149","Edible","Flat","Fibrous","Red","None"
"2150","Poisonous","Convex","Smooth","White","Pungent"
"2151","Edible","Convex","Fibrous","Red","None"
"2152","Edible","Flat","Fibrous","Brown","None"
"2153","Edible","Convex","Scaly","Brown","None"
"2154","Edible","Flat","Fibrous","Red","None"
"2155","Edible","Convex","Fibrous","Red","None"
"2156","Edible","Convex","Fibrous","Gray","None"
"2157","Edible","Convex","Scaly","Brown","None"
"2158","Edible","Flat","Fibrous","Brown","None"
"2159","Edible","Flat","Fibrous","Brown","None"
"2160","Edible","Convex","Fibrous","Red","None"
"2161","Edible","Convex","Fibrous","Brown","None"
"2162","Edible","Convex","Fibrous","Red","None"
"2163","Edible","Flat","Fibrous","Gray","None"
"2164","Edible","Convex","Scaly","Brown","None"
"2165","Edible","Flat","Fibrous","Brown","None"
"2166","Edible","Convex","Fibrous","Red","None"
"2167","Edible","Convex","Scaly","Red","None"
"2168","Edible","Convex","Fibrous","Gray","None"
"2169","Edible","Convex","Scaly","Gray","None"
"2170","Edible","Convex","Scaly","Red","None"
"2171","Edible","Convex","Scaly","Gray","None"
"2172","Edible","Convex","Fibrous","Gray","None"
"2173","Edible","Flat","Fibrous","Gray","None"
"2174","Edible","Convex","Scaly","Gray","None"
"2175","Edible","Convex","Scaly","Red","None"
"2176","Edible","Flat","Fibrous","Brown","None"
"2177","Edible","Flat","Fibrous","Brown","None"
"2178","Edible","Convex","Scaly","Red","None"
"2179","Poisonous","Convex","Fibrous","Gray","Foul"
"2180","Edible","Convex","Scaly","Gray","None"
"2181","Edible","Convex","Fibrous","Red","None"
"2182","Edible","Convex","Scaly","Brown","None"
"2183","Edible","Flat","Fibrous","Brown","None"
"2184","Edible","Convex","Scaly","Red","None"
"2185","Edible","Flat","Fibrous","Brown","None"
"2186","Edible","Flat","Scaly","Brown","None"
"2187","Edible","Flat","Fibrous","Gray","None"
"2188","Edible","Convex","Fibrous","Red","None"
"2189","Edible","Convex","Fibrous","Gray","None"
"2190","Edible","Convex","Fibrous","Gray","None"
"2191","Edible","Convex","Fibrous","Brown","None"
"2192","Edible","Convex","Fibrous","Gray","None"
"2193","Edible","Convex","Smooth","Gray","None"
"2194","Edible","Convex","Scaly","Red","None"
"2195","Edible","Flat","Fibrous","Gray","None"
"2196","Edible","Convex","Scaly","Red","None"
"2197","Edible","Flat","Fibrous","Gray","None"
"2198","Edible","Convex","Fibrous","Gray","None"
"2199","Edible","Convex","Fibrous","Gray","None"
"2200","Edible","Flat","Fibrous","Gray","None"
"2201","Edible","Convex","Smooth","White","None"
"2202","Edible","Convex","Fibrous","Brown","None"
"2203","Edible","Flat","Fibrous","Brown","None"
"2204","Edible","Flat","Fibrous","Gray","None"
"2205","Edible","Convex","Scaly","Gray","None"
"2206","Edible","Convex","Fibrous","Red","None"
"2207","Edible","Convex","Scaly","Red","None"
"2208","Edible","Convex","Fibrous","Brown","None"
"2209","Edible","Flat","Scaly","Gray","None"
"2210","Edible","Convex","Scaly","Gray","None"
"2211","Poisonous","Convex","Smooth","Pink","Creosote"
"2212","Edible","Convex","Scaly","Brown","None"
"2213","Edible","Flat","Fibrous","Gray","None"
"2214","Edible","Convex","Scaly","Red","None"
"2215","Edible","Flat","Fibrous","Brown","None"
"2216","Edible","Convex","Scaly","Brown","None"
"2217","Edible","Convex","Fibrous","Gray","None"
"2218","Edible","Flat","Fibrous","Brown","None"
"2219","Edible","Convex","Scaly","Brown","None"
"2220","Edible","Convex","Scaly","Brown","None"
"2221","Edible","Convex","Fibrous","Red","None"
"2222","Edible","Flat","Fibrous","Gray","None"
"2223","Edible","Convex","Scaly","Red","None"
"2224","Edible","Convex","Scaly","Red","None"
"2225","Edible","Flat","Fibrous","Brown","None"
"2226","Edible","Convex","Fibrous","Red","None"
"2227","Edible","Convex","Fibrous","Red","None"
"2228","Edible","Convex","Fibrous","White","None"
"2229","Edible","Convex","Scaly","Gray","None"
"2230","Edible","Convex","Fibrous","Red","None"
"2231","Edible","Convex","Scaly","Gray","None"
"2232","Edible","Convex","Fibrous","Red","None"
"2233","Edible","Convex","Fibrous","Gray","None"
"2234","Edible","Flat","Scaly","Red","None"
"2235","Edible","Flat","Scaly","Gray","None"
"2236","Edible","Convex","Scaly","Red","None"
"2237","Edible","Convex","Scaly","Gray","None"
"2238","Edible","Flat","Fibrous","Gray","None"
"2239","Poisonous","Convex","Fibrous","Gray","Foul"
"2240","Edible","Convex","Fibrous","Red","None"
"2241","Edible","Convex","Scaly","Red","None"
"2242","Poisonous","Flat","Smooth","White","Pungent"
"2243","Edible","Flat","Scaly","Brown","None"
"2244","Edible","Convex","Fibrous","Red","None"
"2245","Edible","Convex","Scaly","Red","None"
"2246","Edible","Convex","Fibrous","Gray","None"
"2247","Edible","Convex","Scaly","Gray","None"
"2248","Edible","Convex","Fibrous","Gray","None"
"2249","Edible","Convex","Fibrous","Brown","None"
"2250","Edible","Flat","Fibrous","Red","None"
